ID,CNumber,Aliases
90,70.0,"108068-98-0 ; 9,12-Epoxy-1H-diindolo[1,2,3-fg:3',2',1'-kl]pyrrolo[3,4-i][1,6]benzodiazocine-10-carboxylic acid ; 2,3,9,10,11,12-hexahydro-10-hydroxy-9-methyl-1-oxo- ; hexyl ester ; (9R,10R,12S)-rel- ; KT-5720 ; 6,9-Epoxy-15H-diindolo[1,2,3-fg:3',2',1'-kl]pyrrolo[3,4-i][1,6]benzodiazocine-7-carboxylic acid ; 6,7,8,9,16,17-hexahydro-7-hydroxy-6-methyl-15-oxo- ; hexyl ester ; (6R,7S,9S)- ; UNII-58HV29I28S ; (9R,10S,12S)-2,3,9,10,11,12-hexahydro-10-hydroxy-9-methyl-1-oxo-9,12-epoxy-1H-diindolo[1,2,3-fg:3',2',1'-kl]pyrrolo[3,4-i][1,6]benzodiazocine-10-carboxylic acid hexyl ester ; antibiotic KT 5720 ; hexyl (5R,6S,8S)-6-hydroxy-5-methyl-13-oxo-5,6,7,8,14,15-hexahydro-13H-5,8-epoxy-4b,8a,14-triazadibenzo[b,h]cycloocta[1,2,3,4-jkl]cyclopenta[e]-as-indacene-6-carboxylate ; (9S,10S,12R)-2,3,9,10,11,12-Hexahydro-10-hydroxy-9-methyl-1-oxo-9,12-epoxy-1H-diindolo[1,2,3-fg:3â€²,2â€²,1â€²-kl]pyrrolo[3,4-i][1,6]benzodiazocine-10-carboxylic acid hexyl ester ; MFCD00132118 ; UNII:58HV29I28S ; MFCD11867896 ; "
91,71.0,"Benzenemethanol ; 5-[2-[(2R,6S)-2,6-dimethyl-4-morpholinyl]-4-(4-morpholinyl)pyrido[2,3-d]pyrimidin-7-yl]-2-methoxy- ; Benzenemethanol ; 5-[2-[(2R,6S)-2,6-dimethyl-4-morpholinyl]-4-(4-morpholinyl)pyrido[2,3-d]pyrimidin-7-yl]-2-methoxy- ; rel- ; 938440-64-3 ; (5-{2-[(2R,6S)-2,6-dimethylmorpholin-4-yl]-4-(morpholin-4-yl)pyrido[2,3-d]pyrimidin-7-yl}-2-methoxyphenyl)methanol ; KU 0063794 ; [938440-64-3] ; KU-0063794 ; AZD-2014 ; 5-[2-[(2R,6S)-2,6-Dimethyl-4-morpholinyl]-4-(4-morpholinyl)pyrido[2,3-d]pyrimidin-7-yl]-2-methoxybenzenemethanol ; rel-5-[2-[(2R,6S)-2,6-dimethyl-4-morpholinyl]-4-(4-morpholinyl)pyrido[2,3-d]pyrimidin-7-yl]-2-methoxybenzenemethanol ; (5-(2-((2R,6S)-2,6-Dimethylmorpholino)-4-morpholinopyrido[2,3-d]pyrimidin-7-yl)-2-methoxyphenyl)methanol ; KU0063794(KU63794) ; (5-(2-((2R,6S)-2,6-dimethyl morpholino)-4-morpholinopyrido[2,3-d]pyrimidin-7-yl)-2-methoxyphenyl)methanol ; rel-5-[2-[(2R,6S)-2,6-dimethyl-4-morpholinyl]-4-(4-morpholinyl)pyrido[2,3-d]pyrimidin-7-yl]-2-methoxy-benzenemethanol ; KU 63794 ; {5-[2-((2S,6R)-2,6-Dimethyl-morpholin-4-yl)-4-morpholin-4-yl-pyrido[2,3-d]pyrimidin-7-yl]-2-methoxy-phenyl}-methanol ; (5-{2-[(2R,6S)-2,6-Dimethyl-4-morpholinyl]-4-(4-morpholinyl)pyrido[2,3-d]pyrimidin-7-yl}-2-methoxyphenyl)methanol ; (5-(2-((2R,6S)-2,6-dimethylmorpholino)-4-morpholinopyrido[2,3-d]pyrimidin-7-yl)-2-methoxyphenyl)methanol, ; [5-[2-[(2R,6S)-2,6-dimethylmorpholin-4-yl]-4-morpholino-pyrido[2,3-d]pyrimidin-7-yl]-2-methoxy-phenyl]methanol ; MFCD11977741 ; KU0063794 ; Rel-5-[2-[(2R,6S)-2,6-Dimethyl-4-morpholinyl]-4-(4-morp holinyl)pyrido[2,3-d]pyrimidin-7-yl]-2-methoxybenzenemethanol ; [5-[2-[(2R,6S)-2,6-dimethylmorpholin-4-yl]-4-morpholin-4-ylpyrido[2,3-d]pyrimidin-7-yl]-2-methoxyphenyl]methanol ; [5-[2-[(2R,6S)-2,6-dimethyl-4-morpholinyl]-4-(4-morpholinyl)-7-pyrido[2,3-d]pyrimidinyl]-2-methoxyphenyl]methanol ; [5-[2-[(2R,6S)-2,6-dimethyl-4-morpholinyl]-4-morpholino-7-pyrido[5,6-e]pyrimidinyl]-2-methoxyphenyl]methanol ; [5-[2-[(2R,6S)-2,6-dimethylmorpholin-4-yl]-4-morpholin-4-yl-pyrido[5,6-e]pyrimidin-7-yl]-2-methoxy-phenyl]methanol ; [5-[2-[(2R,6S)-2,6-dimethylmorpholin-4-yl]-4-morpholin-4-ylpyrido[5,6-e]pyrimidin-7-yl]-2-methoxyphenyl]methanol ; [5-[2-[(2R,6S)-2,6-dimethylmorpholin-4-yl]-4-morpholino-pyrido[5,6-e]pyrimidin-7-yl]-2-methoxy-phenyl]methanol ; KU-63794 ; (5-(2-((2S,6R)-2,6-dimethylmorpholino)-4-morpholinopyrido[2,3-d]pyrimidin-7-yl)-2-methoxyphenyl)methanol ; MFCD22666594 ; (5-(2-((2R,6S)-2,6-dimethylmorpho ; 5-2-(2R,6S)-2,6-dimethyl-4-morpholinyl-4-(4-morpholinyl)pyrido2,3-dpyrimidin-7-yl-2-methoxybenzenemethanol ; Rel-5-2-(2R,6S)-2,6-dime thyl-4-morpholinyl-4-(4-morpholinyl)pyrido2,3-dpyrimidin-7-yl-2-methoxy-benzenemethanol ; KU 0063794 ; KU0063794 ; ku-0063794(ku 0063794) ; mTOR Inhibitor ; Ku-0063794 ; "
92,150.0,Argatroban ; 4H-Pyran-4-one ; 2-(4-morpholinyl)-6-(1-thianthrenyl)- ; 2-Morpholin-4-yl-6-thianthren-1-ylpyran-4-one ; 2-morpholin-4-yl-6-thianthren-1-yl-pyran-4-one ; 587871-26-9 ; 2-(Morpholin-4-yl)-6-(thianthren-1-yl)-4H-pyran-4-one ; 2-Morpholino-6-(thianthren-1-yl)-4H-pyran-4-one ; KU 55933 ; [587871-26-9] ; KU55933 ; 2-(4-Morpholinyl)-6-(1-thianthrenyl)-4H-pyran-4-one ; 2-(morpholin-4-yl)-6-(thianthren-1-yl)pyran-4-one ; ATM Kinase Inhibitor ; MFCD08276985 ; CHEMBL222102 ; 2-(4-morpholinyl)-6-(1-thianthrenyl)-4-pyranone ; 2-morpholino-6-(1-thianthrenyl)-4-pyranone ; 2-morpholino-6-thianthren-1-yl-pyran-4-one ; EC-000.1920 ; UNII-O549494L5D ; KU-55933|KU55933 ; UNII:O549494L5D ; KU 55933;KU55933 ; KU - 55933 ; O549494L5D ; ku-55933 (atm kinase inhibitor) ; 2-â€‹(4-â€‹morpholinyl)â€‹-â€‹6-â€‹(1-â€‹thianthrenyl)â€‹-4H-â€‹pyran-â€‹4-â€‹one ; 2-​(4-​morpholinyl)​-​6-​(1-​thianthrenyl)​-4H-​pyran-​4-​one ; ATM Kinase Inhibitor ; KU-55933 ; 
93,159.0,"LDN193189 ; 1062368-24-4 ; 4-[6-[4-(1-piperazinyl)phenyl]pyrazolo[1,5-a]pyrimidin-3-yl]Quinoline ; 4-(6-(4-(piperazin-1-yl)phenyl)pyrazolo[1,5-a]pyrimidin-3-yl)quinoline ; LDN193189(DM3189) ; 4-[6-[4-(1-piperazinyl)phenyl]pyrazolo[1,5-a]pyrimidin-3-yl]-quinoline ; DM 3189 ; LDN 193189 ; 4-{6-[4-(1-Piperazinyl)phenyl]pyrazolo[1,5-a]pyrimidin-3-yl}quinoline ; Quinoline ; 4-[6-[4-(1-piperazinyl)phenyl]pyrazolo[1,5-a]pyrimidin-3-yl]- ; 4-[6-(4-piperazin-1-ylphenyl)pyrazolo[1,5-a]pyrimidin-3-yl]quinoline ; LDN-193189 ; 4-[6-[4-(1-piperazinyl)phenyl]-3-pyrazolo[1,5-a]pyrimidinyl]quinoline ; MFCD17392570 ; [1062368-24-4] ; MFCD17169988 ; DM-3189 ; LDN 193189 ; LDN-193189 ; DM-3189 ; DM 3189 ; LDN 193189;LDN193189 ; ldn193189 free base ; "
94,318.0,"Leflunomide ; Arava ; lefunamide ; Arava (TN) ; Leflunomide [USAN:INN] ; SU 101 (pharmaceutical) ; 75706-12-6 ; CAS-75706-12-6 ; 5-Methylisoxazole-4-(4-trifluoromethyl)carboxanilide ; 5-Methyl-N-(4-(trifluoromethyl)phenyl)-4-isoxazolecarboxamide ; 5-Methylisoxazole-4-carboxylic acid (4-trifluoromethyl)anilide ; alpha,alpha,alpha-Trifluoro-5-methyl-4-isoxazolecarboxy-p-toluidide ; 4-Isoxazolecarboxamide ; 5-methyl-N-(4-(trifluoromethyl)phenyl ; N-(4'-Trifluoromethylphenyl)-5-methylisoxazole-4-carboxamide ; 4-Isoxazolecarboxamide ; 5-methyl-N-(4-(trifluoromethyl)phenyl)- ; 5-Methyl-N-[4-(trifluoromethyl)phenyl]-1,2-oxazole-4-carboxamide ; Isoxazole-4-carboxamide ; 5-methyl-N-[4-(trifluoromethyl)phenyl]- ; 210165-51-8 ; 17194-82-0 ; 5-Methyl-N-[4-(trifluoromethyl)phenyl]-4-isoxazolecarboxamide ; a,a,a-Trifluoro-5-methyl-4-isoxazolecarboxy-p-toluidide ; 5-Methylisoxazole-4-carboxylic Acid Trifluoromethylanilide ; Lefunomide ; 5-methyl-N-[4-(trifluoromethyl)phenyl]isoxazole-4-carboxamide ; 4-Isoxazolecarboxamide ; 5-methyl-N-[4-(trifluoromethyl)phenyl]- ; Leflunomid ; 5-Methyl-N-[4-(trifluormethyl)phenyl]isoxazol-4-carboxamid ; 5-méthyl-N-[4-(trifluorométhyl)phényl]isoxazole-4-carboxamide ; Leflunomida [INN-Spanish] ; N-(4-trifluoromethyphenyl)-5-methylisoxazole-4-carboxamide ; SU101 ; TL8005179 ; Aventis Behring Brand of Leflunomide ; Aventis Brand of Leflunomide ; Aventis Pharma Brand of Leflunomide ; C045463 ; Hoechst Brand of Leflunomide ; 4323174 ; 5-Methylisoxazole-4-(4-trifluoromethylcarboxanilide) ; [75706-12-6] ; (5-methylisoxazol-4-yl)-N-[4-(trifluoromethyl)phenyl]carboxamide ; Toxic Solid ; Organic ; N.O.S. (Leflunomide) ; MFCD00867593 ; 5-Methyl-N-[4-(trifluoromethyl)-phenyl]isoxazole-4-carboxamide ; leflunomida ; leflunomide ; leflunomidum ; 4-isoxazolecarboxamide ; 5-methyl-N-[4-(trifluoromethyl)phenyl] ; Leflunomidum [INN-Latin] ; Lefunomide [INN-Spanish] ; NY2354200 ; Leflunomidum ; leflunomida ; 5-methyl-N-(4-(trifluoromethyl)phenyl)isoxazole-4-carboxamide ; HWA486 ; Leflunomidum ; Lefunomide ; 5-methyl-n-(4-(trifluoromethyl)phenyl)-4-isoxazolecarboxamid ; LEFLUNOMIDE-D4 ; 5-methylisoxazole-4-carboxylic acid (4-trifluorome ; G162GK9U4W ; 5079 ; Leflunomide for peak identification ; 5-Methyl-N-[4-(trifluoromethyl)phenyl]isoxazole-4- carboxamide ; DB01097 ; "
95,180.0,"Benzoic acid ; 4-(aminomethyl)- (9CI) ; Lenalidomide ; Revlimid ; Revimid ; IMiD3 ; 3-(4-amino-1-oxoisoindolin-2-yl)piperidine-2,6-dione ; 2,6-Piperidinedione ; 3-(4-amino-1,3-dihydro-1-oxo-2H-isoindol-2-yl)- ; 191732-72-6 ; 346670-73-3 ; 443912-14-9 ; 3-(4-amino-1-oxo-1,3-dihydro-2H-isoindol-2-yl)piperidine-2,6-dione ; 3-(4-Amino-1-oxo-1,3-dihydro-2H-isoindol-2-yl)piperidin-2,6-dion ; 2,6-Piperidinedione ; 3-(4-amino-1,3-dihydro-1-oxo-2H- isoindol-2-yl)- ; C467567 ; CC5013 ; Celgene brand of lenalidomide ; IMiD3 cpd ; 3-(4-Amino-1-oxo-1,3-dihydro-isoindol-2-yl)-piperidine-2,6-dione ; Revimid;Revlimid ; 3-(7-amino-3-oxo-1h-isoindol-2-yl)piperidine-2,6-dione ; CC-5013 ; Revlimid ; 3-(4-Amino-1-oxo-1,3-dihydro-2H-isoindol-2-yl)-2,6-piperidinedione ; (3S)-3-(4-amino-1-oxo-1,3-dihydro-2H-isoindol-2-yl)piperidine-2,6-dione ; Lelidomide ; lenalidomide [INN_en] ; 1-oxo-2-(2,6-dioxopiperidin-3-yl)-4-aminoisoindoline ; RAC LENALIDOMIDE-13C5 ; MFCD07772307 ; 2,6-piperidinedione ; 3-(4-amino-1,3-dihydro-1-oxo-2H-isoindol-2-yl)- ; MFCD22207056 ; 3-(4-amino-1,3-dihydro-1-oxo-2H-isoindol-2-yl)-2,6-piperidinedione ; CC 5013 ; Revimid ; Revlimid ; Lenalidomide ; CC-5013 ; (3R)-3-(4-Amino-1-oxo-1,3-dihydro-2H-isoindol-2-yl)-2,6-piperidinedione ; 2,6-Piperidinedione ; 3-(4-amino-1,3-dihydro-1-oxo-2H-isoindol-2-yl)- ; 2,6-piperidinedione ; 3-(4-amino-1,3-dihydro-1-oxo-2H-isoindol-2-yl) ; BR-47482 ; [191732-72-6] ; OR-2352 ; 3-(4-amino-1-oxo-2,3-dihydro-1H-isoindol-2-yl)piperidine-2,6-dione ; IMid-1 ; Ladevina ; Lenangio ; 4-amino-2-(6-hydroxy-2-oxo-2,3,4,5-tetrahydropyridin-3-yl)-2,3-dihydro-1H-isoindol-1-one ; Ladevina (Trade name) ; 191732-72-6 ; 443912-14-9 ; Revlimid (lenalidomide) ; CC-5013 ; IMid-1 ; Ladevina ; Lenangio ; Lenalidomide (CC-5013) ; 3-(7-methyl-3-oxo-1H-isoindol-2-yl)piperidine-2,6-dione ; Revlimid;CC-5013;CC5013;CC 5013 ; LENALIDOMIDE-D5 ; 879126-98-4 ; Revlimid,IMiD3,CC 5013,CDC-501,CDC 501 ; '191732-72-6 ; TM7342160 ; 8505 ; 10g ; 3-(4-amino-1-oxo-2-isoindolinyl)piperidine-2,6-dione ; 1-Oxo-4-amino-2-(2,6-dioxopiperidin-3-yl)isoindole ; E3 Ligase ligand ; DB00480 ; "
96,298.0,"62004-35-7 ; Butanenitrile ; 2-[[(2,5-dibromophenyl)amino]hydroxymethylene]-3-oxo- ; (2E)-2-{[(2,5-Dibromophenyl)amino](hydroxy)methylene}-3-oxobutanenitrile ; "
97,284.0,"Luthium chloride ; LiCl ; Lithium chloride ; Lithium chloride (LiCl) ; 231-212-3 ; 404596-80-1 ; 7447-41-8 ; 16712-20-2 ; lithium chloride anhydrous ; hydrochloric acid lithium salt ; Lithium chloride solution ; Lithium atomic spectroscopy standard concentrate 1.00 g Li ; 85144-11-2 ; Chlorku litu [Polish] ; Chlorure de lithium [French] ; EINECS 231-212-3 ; 7789-01-7 ; Chloride ; Lithium ; D018021 ; Lithiumchlorid ; LITHIUM MONOCHLORIDE ; chlorolithium ; lithiumchloride ; chlorure de lithium ; Lithium chloride,anhydrous ; MFCD00011078 ; 7447-41-5 ; LithiumChlorideGr(Anhydrous) ; Lithium chloride,crystal ; lithium;chloride ; CHEMBL69710 ; Lopac0_000604 ; MolMap_000071 ; UNII-G4962QA067 ; WLN: LI G ; cloruro de litio ; lithii chloridum ; [7447-41-8] ; MFCD00149764 ; UNII:G4962QA067 ; LITHIUM-7LI CHLORIDE ; G4962QA067 ; Electrolyte solution ; Lithium standard solution ; Lithium chloride 1 M solution ; MFCD00190539 ; Lithium chloride ; anhydrous ; Lithium chloride battery grade ; Lithium chloride ; ACS grade ; LiCl231-212-3MFCD00011078 ; "
98,203.0,"2-(4-morpholinyl)-8-phenyl-4H-1-benzopyran-4-one ; LY-294,002 ; 8-Phenyl-2-(morpholin-4-yl)-chromen-4-one ; K00235 ; 4H-1-Benzopyran-4-one ; 2-(4-morpholinyl)-8-phenyl- ; 154447-36-6 ; 2-MORPHOLIN-4-YL-7-PHENYL-4H-CHROMEN-4-ONE ; 4H-1-Benzopyran-4-one ; 2-(4-morpholinyl)-8-phenyl ; 4H-1-Benzopyran-4-one ; 2-(4-morpholinyl)-8-phenyl- (9CI) ; H-1-Benzopyran-4-one ; 2-(4-morpholinyl)-8-phenyl- (9CI) ; LY2 ; 2-(4-Morpholinyl)-8-phenyl-1(4H)-benzopyran-4-one hydrochloride ; C085911 ; 2-(4-Morpholinyl)-8-phenyl-4H-1-benzopyran-4-one hydrochloride ; 2-(Morpholin-4-yl)-8-phenyl-4H-chromen-4-one ; [154447-36-6] ; 2-morpholino-8-phenyl-4H-chromen-4-one ; Kinome_3543 ; 2-(4-Morpholinyl)-8-phenyl-4H-chromen-4-one ; 2-(morpholin-4-yl)-8-phenylchromen-4-one ; 2-(4-Morpholino)-8-phenyl-4H-1-benzopyran-4-one ; 4H-1-Benzopyran-4-one,2-(4-morpholinyl)-8-phenyl- ; 2-Morpholin-4-yl-8-phenyl-chromen-4-one ; 2-morpholino-8-phenyl-chromen-4-one ; MFCD00270881 ; 15447-36-6 ; 2-morpholin-4-yl-8-phenyl-4h-chromen-4-one ; 2-morpholin-4-yl-8-phenylchromen-4-one ; 2-(4-morpholinyl)-8-phenyl-1-benzopyran-4-one ; 2-morpholino-8-phenyl-4-chromenone ; 2-morpholino-8-phenyl-chromone ; MFCD01530034 ; "
99,72.0,"169939-94-0 ; 18-dimethylaminomethyl-(18S)-17-oxa-4,14,21-triazahexacyclo[19.6.1.17,14.02,6.08,13.022,27]nonacosa-1(28),2(6),7(29),8(13),9,11,22(27),23,25-nonaene-3,5-dione ; methane sulphonic acid salt ; 13-((Dimethylamino)methyl)-10,11,14,15-tetrahydro-4,9:16,21 -dimetheno-1H,13H-dibenzo(e,k)pyrrolo(3,4-h)(1,4,13) oxadiazacyclohexadecene-1,3(2H)-dione methanesulfonate ; LY 333531 mesylate ; 9H,18H-5,21:12,17-Dimethenodibenzo[e,k]pyrrolo[3,4-h][1,4,13]oxadiazacyclohexadecine-18,20(19H)-dione ; 9-[(dimethylamino)methyl]-6,7,10,11-tetrahydro- ; methanesulfonate ; 192050-59-2 ; 9H,18H-5,21:12,17-Dimethenodibenzo[e,k]pyrrolo[3,4-h][1,4,13]oxadiazacyclohexadecine-18,20(19H)-dione ; 9-[(dimethylamino)methyl]-6,7,10,11-tetrahydro- ; methanesulfonate (1:1) ; MFCD09970504 ; "
100,73.0,4-(3-Pyridin-2-yl-1H-pyrazol-4-yl)quinoline ; PY1 ; 4-[3-(2-Pyridinyl)-1H-pyrazol-4-yl]-quinoline ; HTS 466284 ; LY-364947 ; Transforming Growth Factor-beta Type I Receptor Kinase Inhibitor ; 4-(3-Pyridin-2-yl)-1H-pyrazol-4-ylquinoline ; LY 364947 ; 396129-53-6 ; 4-[3-(pyridin-2-yl)-1H-pyrazol-4-yl]quinoline ; Quinoline ; 4-[3-(2-pyridinyl)-1H-pyrazol-4-yl]- ; [3-(Pyridin-2-yl)-4-(4-quinonyl)]-1H-pyrazole ; [396129-53-6] ; 4-(3-(pyridin-2-yl)-1H-pyrazol-4-yl)quinoline ; HTS-466284 ; LY364947 ; 2-[4-(Quinolin-4-yl)-1H-pyrazol-3-yl]pyridine ; 3-(Pyridin-2-yl)-4-(quinolin-4-yl)-1H-pyrazole ; 4-[(3-Pyridin-2-yl)-1H-pyrazol-4-yl)]quinoline ; HTS 466284 | ; 2-[4-(Quinolin-4-yl)-1H-pyrazol-3-yl]pyridine ; 3-(Pyridin-2-yl)-4-(quinolin-4-yl)-1H-pyrazole ; TbetaR-I Inhibitor and ALK5 Inhibitor I ; ALK Inhibitor 5 ; 4-[3-(2-Pyridinyl)-1H-pyrazol-4-yl]quinoline ; 4-[5-(2-Pyridinyl)-1H-pyrazol-4-yl]quinoline ; Quinoline ; 4-[5-(2-pyridinyl)-1H-pyrazol-4-yl]- ; 2-[4-(Quinolin-4-yl)-1H-pyrazol-3-yl]pyridine ; 3-(Pyridin-2-yl)-4-(quinolin-4-yl)-1H-pyrazole ; 4-[3-(2-Pyridinyl)-1H-pyrazol-4-yl]Í­quinoline ; 4-(5-pyridin-2-yl-1H-pyrazol-4-yl)quinoline ; 4-[5-(pyridin-2-yl)-1H-pyrazol-4-yl]quinoline ; TbetaR-I inhibitor ; TGF-beta RI kinase inhibitor ; LY 364947|LY-364947|TbetaR-I inhibitor ; HTS466284 ; Transforming Growth Factor-Î² Type I Receptor Kinase Inhibitor ; HTS466284;LY364947 ; 4-[3-(PYRIDIN-2-YL)-2H-PYRAZOL-4-YL]QUINOLINE ; Not available ; 
101,74.0,"Chloride ; Hydrochloride ; 200-659-6 ; hydron ; Metformin ; Diabefagos ; Diabetosan ; Meguan ; Metformin hydrochloride ; N1,N1-Dimethylbiguanide ; Metformin monohydrochloride ; Dimethylbiguanide hydrochloride ; N,N-Dimethylbiguanide hydrochloride ; N1,N1-Dimethylbiguanide hydrochloride ; Biguanide ; 1,1-dimethyl- ; monohydrochloride ; 657-24-9 ; Imidodicarbonimidic diamide ; N,N-dimethyl- ; monohydrochloride ; 1115-70-4 ; 91-52-1 ; Glucophage ; Glyciphage ; Siamformet ; Riomet ; Glucophage (TN) ; Metiguanide monohydrochloride ; 1,1-Dimethylbiguanide hydrochloride ; 214-230-6 ; 15537-72-1 ; Metformin HCl ; Imidodicarbonimidic diamide ; N,N-dimethyl- ; hydrochloride (1:1) ; N,N-Dimethylimidodicarbonimidic diamide hydrochloride ; 1,1-Dimethylbiguanide monohydrochloride ; N,N-Dimethylimidodicarbonimidic diamide hydrochloride (1:1) ; 1115-70-4 (15537-72-1) ; 1-carbamimidamido-N,N-dimethylmethanimidamide hydrochloride ; 3-carbamimidoyl-1,1-dimethyl-guanidine ; metforminhydrochloride ; NG 60 | ; CSC | ; Metformin hydrochloride (Glucophage) ; Metformin (hydrochloride) ; N,N-dimethyl-imidodicarbonimidic diamide ; monohydrochloride ; 3-carbamimidoyl-1,1-dimethyl-guanidine hydrochloride ; MFCD00012582 ; [1115-70-4] ; 1,1-Dimethylbiguanidehydrochloride ; 1185166-01-1 ; 3-(diaminomethylidene)-1,1-dimethylguanidine;hydrochloride ; 3-(diaminomethylidene)-1,1-dimethylguanidine ; [amino-(diaminomethylideneamino)methylidene]-dimethylazanium and chloride ; 3-carbamimidoyl-1,1-dimethylguanidine ; METFORMIN-D6-HYDROCHLORIDE ; HYDROGEN METFORMIN HCL CHLORIDE ; 3-carbamimidoyl-1,1-dimethylguanidine;hydrochloride ; c4h12cln5 ; metformin hcl(glucophage) ; metformin ; hcl ; 786Z46389E ; N-[amino(dimethylamino)methylidene]guanidine hydrochloride ; (E)-2-carbamimidoyl-1,1-dimethylguanidine hydrochloride ; Metformin hydrochloride solution ; Metformin HCl|Diabetosan ; 1 1-DIMETHYLBIGUANIDE HYDROCHLORIDE ; Metformin hydrochloride ; EP grade ; "
102,184.0,"MK-2206 ; 1032350-13-2 ; 8-[4-(1-Aminocyclobutyl)phenyl]-9-phenyl-1,2,4-triazolo[3,4-f][1,6]naphthyridin-3(2H)-one dihydrochloride ; 8-[4-(1-aminocyclobutyl)phenyl]-9-phenyl-2H,3H-[1,2,4]triazolo[3,4-f]1,6-naphthyridin-3-one hydrochloride ; 1032349-77-1 ; 8-[4-(1-aminocyclobutyl)phenyl]-9-phenyl-2H-[1,2,4]triazolo[3,4-f][1,6]naphthyridin-3-one dihydrochloride ; 1032349-93-1 ; 8-(4-(1-aminocyclobutyl)phenyl)-9-phenyl-[1,2,4]triazolo[3,4-f][1,6]naphthyridin-3(2H)-one ; MK-2206 dihydrochloride ; Mk2206 ; 8-(4-(1-aminocyclobutyl)phenyl)-9-phenyl-[1,2,4]triazolo[3,4-f][1,6]naphthyridin-3(2H)-one dihydrochloride ; MK 2206 ; 1,2,4-Triazolo[3,4-f][1,6]naphthyridin-3(2H)-one ; 8-[4-(1-aminocyclobutyl)phenyl]-9-phenyl- ; hydrochloride (1:2) ; 8-[4-(1-aminocyclobutyl)phenyl]-9-phenyl-2H-[1,2,4]triazolo[3,4-f][1,6]naphthyridin-3-one;dihydrochloride ; 8-[4-(1-Aminocyclobutyl)phenyl]-9-phenyl[1,2,4]triazolo[3,4-f][1,6]naphthyridin-3(2H)-one dihydrochloride ; MFCD12912151 ; MK 2206 (hydrochloride) ; 8-[4-(1-aminocyclobutyl)phenyl]-9-phenyl-1,2,4-triazolo[3,4-f][1,6]naphthyridin-3(2H)-one ; dihydrochloride ; 4-{[(2S,4R)-1-(4-Biphenylyl)-5-ethoxy-4-methyl-5-oxo-2-pentanyl]amino}-4-oxobutanoic acid ; MFCD14584463 ; 8-(4-(1-aminocyclobutyl)phenyl)-9-phenyl-[1,2,4]triazolo[3,4-f][1,6]naphthy ridin-3(2H)-one ; MK-2206 (hydrochloride) ; [1032350-13-2] ; MK-2206 2HCl ; [1032349-93-1] ; MFCD18633239 ; MK-2206 HCl salt ; 8-[4-(1-aminocyclobutyl)phenyl]-9-phenyl-2H-[1,2,4]triazolo[3,4-f][1,6]naphthyridin-3-one and dihydrochloride ; MK-2206 dihydrochloride;MK-2206;MK2206 ; MK-2206 DIHYDROCHLORIDE SALT ; 8-[4-(1-AMINOCYCLOBUTYL)PHENYL]-9-PHENYL-2H-[1,2,4]TRIAZOLO[3,4-F]1,6-NAPHTHYRIDIN-3-ONE DIHYDROCHLORIDE ; MK-2206,MK2206,MK 2206 ; (2R,4S)-5-(Biphenyl-4-yl)-4-[(3-carboxypropionyl)amino]-2-methylpentanoic acid ethyl ester ; MK 2206 2HCl ; 8-[4-(1-AMINOCYCLOBUTYL)PHENYL]-9-PHENYL-2H,3H-[1,2,4]TRIAZOLO[3,4-F]1,6-NAPHTHYRIDIN-3-ONE DIHYDROCHLORIDE ; (2R,4S)-4-[(3-Carboxy-1-oxopropyl)amino]-4-[(p-phenylphenyl)methyl]-2-methylbutanoic acid ethyl ester ; 4-[[(2S,4R)-5-Ethoxy-4-methyl-5-oxo-1-(4-phenylphenyl)pentan-2-yl]amino]-4-oxobutanoic acid calcium salt ; AHU377 calcium salt ; mk 2206 (dihydrochloride) ; mk22062hcl ; "
