CNumber,Target,Screen Conc(0.1),% Activity Remaining,Standard Deviation
177,MEKK1,0.1,107,5
177,MLK1,0.1,109,4
177,MLK3,0.1,114,16
177,TAO1,0.1,103,3
177,ASK1,0.1,91,1
177,TAK1,0.1,5,1
5,MKK1,0.1,67,6
5,ERK1,0.1,59,3
5,ERK2,0.1,64,2
5,JNK1,0.1,90,3
5,JNK2,0.1,78,9
5,JNK3,0.1,86,8
5,p38 alpha MAPK,0.1,92,6
5,p38 beta MAPK,0.1,105,4
5,p38 gamma MAPK,0.1,83,4
5,p38 delta MAPK,0.1,68,9
5,ERK8,0.1,28,3
5,RSK1,0.1,32,1
5,RSK2,0.1,27,3
5,PDK1,0.1,79,8
5,PKB alpha ,0.1,3,2
5,PKB beta ,0.1,2,0
5,SGK1,0.1,53,5
5,S6K1,0.1,32,9
5,PKA,0.1,3,1
5,ROCK 2,0.1,8,1
5,PRK2,0.1,2,2
5,PKC alpha ,0.1,29,4
5,PKC zeta ,0.1,66,0
5,PKD1,0.1,23,4
5,MSK1,0.1,9,2
5,MNK1,0.1,109,2
5,MNK2,0.1,80,5
5,MAPKAP-K2 ,0.1,73,0
5,MAPKAP-K3,0.1,96,2
5,PRAK,0.1,107,4
5,CAMKK alpha ,0.1,117,1
5,CAMKK beta ,0.1,63,9
5,CAMK1,0.1,77,6
5,SmMLCK,0.1,27,2
5,PHK,0.1,54,6
5,CHK1,0.1,99,2
5,CHK2,0.1,95,2
5,GSK3 beta ,0.1,33,4
5,CDK2-Cyclin A,0.1,31,2
5,PLK1,0.1,80,1
5,Aurora B,0.1,80,2
5,Aurora C,0.1,92,8
5,AMPK,0.1,67,3
5,MARK3,0.1,83,1
5,BRSK2,0.1,79,1
5,MELK,0.1,63,2
5,CK1 delta ,0.1,74,3
5,CK2,0.1,90,8
5,DYRK1A,0.1,7,3
5,DYRK2,0.1,26,1
5,DYRK3,0.1,8,1
5,NEK2a,0.1,95,2
5,NEK6,0.1,95,4
5,NEK7,0.1,84,1
5,IKK beta ,0.1,89,2
5,PIM1,0.1,15,2
5,PIM2,0.1,15,2
5,PIM3,0.1,13,1
5,SRPK1,0.1,91,2
5,MST2,0.1,29,0
5,EF2K,0.1,94,8
5,HIPK2,0.1,24,3
5,HIPK3,0.1,71,2
5,PAK4,0.1,90,6
5,PAK5,0.1,96,1
5,PAK6,0.1,87,3
5,Src,0.1,86,5
5,Lck,0.1,97,3
5,CSK,0.1,93,7
162,IRR,0.1,98,5
162,TrkA,0.1,118,2
162,VEGFR1,0.1,27,0
162,MKK1,0.1,111,20
162,ERK1,0.1,105,15
162,ERK2,0.1,104,11
162,JNK1,0.1,111,3
162,JNK2,0.1,105,6
162,JNK3,0.1,119,3
162,p38 alpha MAPK,0.1,56,1
162,p38 beta MAPK,0.1,89,15
162,p38 gamma MAPK,0.1,102,13
162,p38 delta MAPK,0.1,91,20
162,ERK8,0.1,108,16
162,RSK1,0.1,110,6
162,RSK2,0.1,126,3
162,PDK1,0.1,103,8
162,PKB alpha ,0.1,102,5
162,PKB beta ,0.1,108,3
162,SGK1,0.1,107,1
162,S6K1,0.1,108,2
162,PKA,0.1,109,2
162,ROCK 2,0.1,96,2
162,PRK2,0.1,105,12
162,PKC alpha ,0.1,97,5
162,PKC zeta ,0.1,98,0
162,PKD1,0.1,80,1
162,MSK1,0.1,110,6
162,MNK1,0.1,103,1
162,MNK2,0.1,81,5
162,MAPKAP-K2 ,0.1,117,3
162,MAPKAP-K3,0.1,107,3
162,PRAK,0.1,113,7
162,CAMKK beta ,0.1,100,10
162,CAMK1,0.1,103,18
162,SmMLCK,0.1,104,8
162,PHK,0.1,100,11
162,DAPK1,0.1,94,3
162,CHK1,0.1,107,10
162,CHK2,0.1,115,10
162,GSK3 beta ,0.1,99,1
162,CDK2-Cyclin A,0.1,93,4
162,PLK1,0.1,99,11
162,Aurora A,0.1,120,7
162,Aurora B,0.1,98,5
162,LKB1,0.1,101,5
162,AMPK,0.1,99,3
162,MARK1,0.1,107,3
162,MARK2,0.1,121,8
162,MARK3,0.1,101,4
162,MARK4,0.1,98,2
162,BRSK1,0.1,110,12
162,BRSK2,0.1,117,6
162,MELK,0.1,111,2
162,NUAK1,0.1,96,10
162,CK1 delta ,0.1,90,8
162,CK2,0.1,102,0
162,DYRK1A,0.1,109,11
162,DYRK2,0.1,100,0
162,DYRK3,0.1,102,8
162,NEK2a,0.1,109,8
162,NEK6,0.1,107,3
162,IKK beta ,0.1,107,1
162,IKK epsilon ,0.1,112,5
162,TBK1,0.1,102,7
162,PIM1,0.1,105,3
162,PIM2,0.1,97,4
162,PIM3,0.1,91,4
162,SRPK1,0.1,101,7
162,EF2K,0.1,102,4
162,HIPK1,0.1,96,4
162,HIPK2,0.1,104,8
162,HIPK3,0.1,105,8
162,CLK2,0.1,106,10
162,PAK2,0.1,111,17
162,PAK4,0.1,89,6
162,PAK5,0.1,107,2
162,PAK6,0.1,111,12
162,MST2,0.1,107,0
162,MST4,0.1,95,2
162,GCK,0.1,98,3
162,MINK1,0.1,66,2
162,MEKK1,0.1,130,15
162,MLK1,0.1,96,7
162,MLK3,0.1,104,2
162,TAK1,0.1,99,9
162,IRAK4,0.1,101,3
162,RIPK2,0.1,26,6
162,TTK,0.1,113,0
162,Src,0.1,102,1
162,Lck,0.1,105,7
162,CSK,0.1,97,2
162,YES1,0.1,106,4
162,BTK,0.1,110,5
162,JAK2,0.1,107,18
162,SYK,0.1,109,10
162,EPH-A2,0.1,105,5
162,EPH-A4,0.1,108,1
162,EPH-B2,0.1,113,2
162,EPH-B3,0.1,112,6
162,EPH-B4,0.1,93,2
162,FGF-R1,0.1,64,3
162,HER4,0.1,104,1
162,IGF-1R,0.1,97,5
162,IR,0.1,108,7
8,MKK1,0.1,95,1
8,ERK1,0.1,88,16
8,ERK2,0.1,91,2
8,JNK1,0.1,99,9
8,JNK2,0.1,90,10
8,p38 alpha MAPK,0.1,105,7
8,p38 beta MAPK,0.1,89,6
8,p38 gamma MAPK,0.1,98,7
8,p38 delta MAPK,0.1,93,11
8,ERK8,0.1,96,2
8,RSK1,0.1,99,9
8,RSK2,0.1,67,2
8,PDK1,0.1,100,0
8,PKB alpha ,0.1,103,1
8,PKB beta ,0.1,84,3
8,SGK1,0.1,124,15
8,S6K1,0.1,92,4
8,PKA,0.1,85,3
8,ROCK 2,0.1,113,10
8,PRK2,0.1,101,30
8,PKC alpha ,0.1,101,10
8,PKC zeta ,0.1,86,7
8,PKD1,0.1,99,12
8,MSK1,0.1,82,3
8,MNK1,0.1,101,4
8,MNK2,0.1,84,0
8,MAPKAP-K2 ,0.1,108,11
8,PRAK,0.1,102,2
8,CAMKK beta ,0.1,78,22
8,CAMK1,0.1,85,9
8,SmMLCK,0.1,85,20
8,PHK,0.1,93,19
8,CHK1,0.1,86,1
8,CHK2,0.1,109,23
8,GSK3 beta ,0.1,95,7
8,CDK2-Cyclin A,0.1,110,1
8,PLK1,0.1,105,9
8,AMPK,0.1,78,0
8,MARK3,0.1,92,6
8,BRSK2,0.1,87,9
8,MELK,0.1,76,1
8,CK1 delta ,0.1,95,0
8,CK2,0.1,123,8
8,DYRK1A,0.1,84,1
8,DYRK2,0.1,110,8
8,DYRK3,0.1,98,11
8,NEK2a,0.1,85,17
8,NEK6,0.1,100,24
8,IKK beta ,0.1,109,10
8,PIM1,0.1,102,22
8,PIM2,0.1,98,1
8,PIM3,0.1,98,19
8,SRPK1,0.1,86,0
8,MST2,0.1,113,8
8,EF2K,0.1,105,4
8,HIPK2,0.1,118,15
8,PAK4,0.1,105,11
8,PAK5,0.1,585,715
8,PAK6,0.1,86,1
8,Src,0.1,95,11
8,Lck,0.1,99,8
8,CSK,0.1,92,15
8,FGF-R1,0.1,120,17
8,IRR,0.1,88,0
8,EPH-A2,0.1,94,12
8,MST4,0.1,83,0
8,SYK,0.1,173,70
8,YES1,0.1,111,13
8,IKK epsilon ,0.1,78,8
8,TBK1,0.1,90,6
8,IGF-1R,0.1,98,16
8,VEGFR1,0.1,92,3
8,BTK,0.1,55,4
8,IR,0.1,118,7
8,EPH-B3,0.1,96,10
9,NEK2a,0.1,92,6
9,NEK6,0.1,83,1
9,NEK7,0.1,86,0
9,IKK beta ,0.1,91,11
9,PIM1,0.1,83,12
9,PIM2,0.1,95,6
9,PIM3,0.1,97,5
9,SRPK1,0.1,87,1
9,MST2,0.1,103,0
9,EF2K,0.1,107,11
9,HIPK2,0.1,98,6
9,HIPK3,0.1,72,2
9,PAK4,0.1,99,4
9,PAK5,0.1,87,7
9,PAK6,0.1,112,8
9,Src,0.1,97,3
9,Lck,0.1,81,4
9,CSK,0.1,97,11
9,FGF-R1,0.1,89,8
9,IRR,0.1,91,3
9,EPH-A2,0.1,95,6
9,MST4,0.1,92,1
9,SYK,0.1,83,2
9,YES1,0.1,86,4
9,IKK epsilon ,0.1,107,7
9,TBK1,0.1,103,11
9,MKK1,0.1,75,2
9,MKK2,0.1,None,None
9,MKK6,0.1,None,None
9,ERK1,0.1,95,3
9,ERK2,0.1,71,15
9,JNK1,0.1,85,0
9,JNK2,0.1,95,0
9,JNK3,0.1,79,3
9,p38 alpha MAPK,0.1,111,5
9,p38 beta MAPK,0.1,103,10
9,p38 gamma MAPK,0.1,110,7
9,p38 delta MAPK,0.1,104,5
9,ERK8,0.1,80,5
9,RSK1,0.1,94,4
9,RSK2,0.1,85,7
9,PDK1,0.1,91,9
9,PKB alpha ,0.1,85,3
9,PKB beta ,0.1,101,6
9,SGK1,0.1,106,5
9,S6K1,0.1,98,1
9,PKA,0.1,90,8
9,ROCK 2,0.1,92,7
9,PRK2,0.1,78,1
9,PKC alpha ,0.1,101,5
9,PKC zeta ,0.1,101,0
9,PKD1,0.1,90,4
9,MSK1,0.1,84,2
9,MNK1,0.1,81,0
9,MNK2,0.1,93,11
9,MAPKAP-K2 ,0.1,84,6
9,MAPKAP-K3,0.1,76,3
9,PRAK,0.1,93,5
9,CAMKK beta ,0.1,None,None
9,CAMK1,0.1,90,3
9,SmMLCK,0.1,86,7
9,PHK,0.1,104,1
9,DAPK1,0.1,None,None
9,CHK1,0.1,97,0
9,CHK2,0.1,83,7
9,GSK3 beta ,0.1,83,3
9,CDK2-Cyclin A,0.1,92,3
9,PLK1,0.1,83,2
9,Aurora A,0.1,None,None
9,Aurora B,0.1,83,5
9,LKB1,0.1,None,None
9,AMPK,0.1,96,14
9,MARK1,0.1,None,None
9,CAMKK alpha ,0.1,None,None
9,MARK2,0.1,None,None
9,MARK3,0.1,86,1
9,MARK4,0.1,None,None
9,BRSK1,0.1,None,None
9,BRSK2,0.1,93,0
9,MELK,0.1,86,10
9,NUAK1,0.1,None,None
9,CK1 delta ,0.1,106,7
9,CK2,0.1,85,1
9,DYRK1A,0.1,97,11
9,DYRK2,0.1,105,3
9,Aurora C,0.1,83,0
9,DYRK3,0.1,87,6
9,HIPK1,0.1,None,None
9,CLK2,0.1,None,None
9,PAK2,0.1,None,None
9,GCK,0.1,None,None
9,MINK1,0.1,None,None
9,MEKK1,0.1,None,None
9,MLK1,0.1,None,None
9,MLK3,0.1,None,None
9,TAO1,0.1,None,None
9,ASK1,0.1,None,None
9,TAK1,0.1,None,None
9,IRAK4,0.1,None,None
9,RIPK2,0.1,None,None
9,TTK,0.1,None,None
9,BTK,0.1,None,None
9,JAK2,0.1,None,None
9,EPH-A4,0.1,None,None
9,EPH-B1,0.1,None,None
9,EPH-B2,0.1,None,None
9,EPH-B3,0.1,None,None
9,EPH-B4,0.1,None,None
9,HER4,0.1,None,None
9,IGF-1R,0.1,None,None
9,IR,0.1,None,None
9,TrkA,0.1,None,None
9,VEGFR1,0.1,None,None
219,JNK3,0.1,65,13
219,p38 alpha MAPK,0.1,98,4
219,p38 beta MAPK,0.1,103,2
219,p38 gamma MAPK,0.1,113,16
219,p38 delta MAPK,0.1,93,21
219,ERK8,0.1,22,6
219,RSK1,0.1,62,44
219,RSK2,0.1,38,1
219,PDK1,0.1,96,4
219,PKB alpha ,0.1,99,12
219,PKB beta ,0.1,88,17
219,SGK1,0.1,107,10
219,S6K1,0.1,70,15
219,PKA,0.1,78,11
219,ROCK 2,0.1,49,5
219,PRK2,0.1,57,3
219,PKC alpha ,0.1,95,15
219,PKC gamma ,0.1,117,7
219,PKC zeta ,0.1,94,21
219,PKD1,0.1,100,0
219,STK33,0.1,30,2
219,MSK1,0.1,76,8
219,MNK1,0.1,59,5
219,MNK2,0.1,67,9
219,MAPKAP-K2 ,0.1,105,25
219,MAPKAP-K3,0.1,97,3
219,PRAK,0.1,98,12
219,CAMKK beta ,0.1,58,4
219,CAMK1,0.1,67,2
219,SmMLCK,0.1,100,6
219,PHK,0.1,56,1
219,DAPK1,0.1,51,5
219,CHK1,0.1,72,0
219,CHK2,0.1,48,0
219,GSK3 beta ,0.1,37,6
219,CDK2-Cyclin A,0.1,34,2
219,PLK1,0.1,90,11
219,Aurora A,0.1,18,3
219,Aurora B,0.1,36,1
219,TLK1,0.1,79,1
219,LKB1,0.1,119,14
219,AMPK,0.1,25,4
219,MARK1,0.1,63,6
219,MARK2,0.1,67,4
219,MARK3,0.1,41,9
219,MARK4,0.1,92,24
219,BRSK1,0.1,74,2
219,BRSK2,0.1,84,5
219,MELK,0.1,37,0
219,NUAK1,0.1,16,2
219,TSSK1,0.1,31,7
219,CK1 delta ,0.1,95,1
219,CK2,0.1,33,2
219,TTBK1,0.1,104,11
219,DYRK1A,0.1,57,3
219,DYRK2,0.1,50,5
219,DYRK3,0.1,75,30
219,NEK2a,0.1,22,2
219,NEK6,0.1,89,2
219,IKK beta ,0.1,86,8
219,IKK epsilon ,0.1,28,6
219,TBK1,0.1,14,0
219,PIM1,0.1,96,17
219,PIM2,0.1,108,16
219,PIM3,0.1,91,6
219,SRPK1,0.1,104,4
219,EF2K,0.1,100,13
219,EIF2AK3,0.1,90,20
219,HIPK1,0.1,44,13
219,HIPK2,0.1,31,11
219,HIPK3,0.1,69,12
219,CLK2,0.1,30,10
219,PAK2,0.1,50,14
219,PAK4,0.1,29,1
219,PAK5,0.1,53,0
219,PAK6,0.1,62,8
219,MST2,0.1,78,5
219,MST4,0.1,90,18
219,GCK,0.1,29,9
219,MINK1,0.1,104,14
219,MEKK1,0.1,103,7
219,MLK1,0.1,7,1
219,MLK3,0.1,15,5
219,TESK1,0.1,59,10
219,TAO1,0.1,95,7
219,ASK1,0.1,99,3
219,TAK1,0.1,14,3
219,IRAK1,0.1,19,3
219,IRAK4,0.1,64,11
219,RIPK2,0.1,28,5
219,OSR1,0.1,101,14
219,TTK,0.1,81,1
219,MPSK1,0.1,101,1
219,Src,0.1,7,1
219,Lck,0.1,10,2
219,CSK,0.1,65,5
219,YES1,0.1,16,9
219,ABL,0.1,31,2
219,BTK,0.1,22,2
219,JAK2,0.1,4,0
219,SYK,0.1,58,7
219,ZAP70,0.1,54,1
219,TIE2,0.1,60,4
219,BRK,0.1,46,4
219,EPH-A2,0.1,28,12
219,EPH-A4,0.1,14,0
219,EPH-B1,0.1,8,0
219,EPH-B2,0.1,23,11
219,EPH-B3,0.1,86,16
219,EPH-B4,0.1,69,13
219,FGF-R1,0.1,20,1
219,HER4,0.1,60,4
219,IGF-1R,0.1,104,19
219,IR,0.1,79,4
219,IRR,0.1,78,9
219,TrkA,0.1,32,4
219,VEGFR1,0.1,5,1
219,MKK1,0.1,40,8
219,MKK2,0.1,55,7
219,MKK6,0.1,99,5
219,ERK1,0.1,111,12
219,ERK2,0.1,84,13
219,JNK1,0.1,89,13
219,JNK2,0.1,85,21
310,PRAK,0.1,109,12
310,CAMKK beta ,0.1,94,7
310,CAMK1,0.1,98,19
310,SmMLCK,0.1,85,1
310,PHK,0.1,97,5
310,DAPK1,0.1,97,14
310,CHK1,0.1,105,3
310,CHK2,0.1,65,5
310,GSK3 beta ,0.1,85,2
310,CDK2-Cyclin A,0.1,101,1
310,CDK9-Cyclin T1,0.1,100,3
310,PLK1,0.1,104,16
310,Aurora A,0.1,102,5
310,Aurora B,0.1,90,5
310,TLK1,0.1,101,4
310,LKB1,0.1,92,15
310,AMPK (hum),0.1,109,14
310,MARK1,0.1,76,16
310,MARK2,0.1,72,4
310,MARK3,0.1,41,6
310,MARK4,0.1,79,0
310,BRSK1,0.1,94,1
310,BRSK2,0.1,101,0
310,MELK,0.1,87,13
310,NUAK1,0.1,77,6
310,SIK2,0.1,81,3
310,SIK3,0.1,103,13
310,TSSK1,0.1,49,2
310,CK1 gamma 2,0.1,103,3
310,CK1 delta ,0.1,45,6
310,CK2,0.1,100,9
310,TTBK1,0.1,47,10
310,TTBK2,0.1,52,10
310,DYRK1A,0.1,93,12
310,DYRK2,0.1,91,0
310,DYRK3,0.1,88,6
310,NEK2a,0.1,105,3
310,NEK6,0.1,103,21
310,IKK beta ,0.1,95,18
310,IKK epsilon ,0.1,87,5
310,TBK1,0.1,104,2
310,PIM1,0.1,108,3
310,PIM2,0.1,115,10
310,PIM3,0.1,109,0
310,SRPK1,0.1,97,10
310,EF2K,0.1,97,4
310,EIF2AK3,0.1,71,7
310,HIPK1,0.1,7,0
310,HIPK2,0.1,77,5
310,HIPK3,0.1,100,1
310,CLK2,0.1,73,3
310,PAK2,0.1,110,2
310,PAK4,0.1,13,3
310,PAK5,0.1,16,1
310,PAK6,0.1,29,1
310,MST2,0.1,99,1
310,MST3,0.1,99,2
310,MST4,0.1,107,1
310,GCK,0.1,99,0
310,MAP4K3,0.1,11,3
310,MAP4K5,0.1,5,0
310,MINK1,0.1,58,4
310,MEKK1,0.1,96,1
310,MLK1,0.1,30,4
310,MLK3,0.1,12,1
310,TESK1,0.1,105,3
310,TAO1,0.1,30,0
310,ASK1,0.1,110,1
310,TAK1,0.1,29,1
310,IRAK1,0.1,103,8
310,IRAK4,0.1,75,6
310,RIPK2,0.1,88,4
310,OSR1,0.1,83,1
310,TTK,0.1,109,0
310,MPSK1,0.1,104,0
310,WNK1,0.1,107,3
310,ULK1,0.1,89,14
310,ULK2,0.1,79,13
310,TGFBR1,0.1,83,1
310,Src,0.1,107,0
310,Lck,0.1,97,5
310,CSK,0.1,124,3
310,MKK1,0.1,57,3
310,YES1,0.1,118,8
310,MKK2,0.1,75,6
310,ABL,0.1,104,13
310,MKK6,0.1,79,16
310,BTK,0.1,113,2
310,ERK1,0.1,97,8
310,JAK2,0.1,39,4
310,ERK2,0.1,115,5
310,SYK,0.1,108,4
310,ERK5,0.1,81,2
310,ZAP70,0.1,98,3
310,JNK1,0.1,86,4
310,TIE2,0.1,113,11
310,JNK2,0.1,85,12
310,BRK,0.1,98,4
310,JNK3,0.1,93,14
310,EPH-A2,0.1,82,7
310,p38 alpha MAPK,0.1,117,13
310,EPH-A4,0.1,106,21
310,p38 beta MAPK,0.1,95,5
310,EPH-B1,0.1,105,6
310,p38 gamma MAPK,0.1,76,0
310,EPH-B2,0.1,124,7
310,p38 delta MAPK,0.1,86,1
310,EPH-B3,0.1,87,2
310,ERK8,0.1,96,0
310,EPH-B4,0.1,89,2
310,RSK1,0.1,83,20
310,FGF-R1,0.1,101,14
310,RSK2,0.1,89,5
310,HER4,0.1,104,4
310,PDK1,0.1,111,11
310,IGF-1R,0.1,106,21
310,PKB alpha ,0.1,91,1
310,IR,0.1,96,8
310,PKB beta ,0.1,90,2
310,IRR,0.1,116,6
310,SGK1,0.1,110,1
310,TrkA,0.1,127,6
310,S6K1,0.1,97,12
310,DDR2,0.1,92,10
310,PKA,0.1,102,1
310,VEGFR1,0.1,67,5
310,ROCK 2,0.1,97,1
310,PDGFRA,0.1,88,4
310,PRK2,0.1,95,3
310,PINK,0.1,110,6
310,PKC alpha ,0.1,102,15
310,PKC gamma ,0.1,105,3
310,PKC zeta ,0.1,93,5
310,PKD1,0.1,42,1
310,STK33,0.1,87,8
310,MSK1,0.1,105,13
310,MNK1,0.1,89,0
310,MNK2,0.1,95,1
310,MAPKAP-K2 ,0.1,108,10
310,MAPKAP-K3,0.1,94,21
212,GSK3 beta ,0.1,94,13
212,CDK2-Cyclin A,0.1,100,1
212,PLK1,0.1,98,12
212,AMPK,0.1,98,4
212,MARK3,0.1,104,6
212,BRSK2,0.1,87,15
212,MELK,0.1,91,18
212,CK1 delta ,0.1,92,11
212,CK2,0.1,112,12
212,DYRK1A,0.1,84,11
212,DYRK2,0.1,107,2
212,DYRK3,0.1,91,5
212,NEK2a,0.1,96,11
212,NEK6,0.1,86,13
212,IKK beta ,0.1,93,1
212,PIM1,0.1,99,16
212,PIM2,0.1,103,13
212,PIM3,0.1,97,4
212,SRPK1,0.1,84,9
212,MST2,0.1,98,2
212,EF2K,0.1,91,16
212,HIPK2,0.1,118,9
212,PAK4,0.1,108,9
212,PAK5,0.1,94,10
212,PAK6,0.1,80,1
212,Src,0.1,102,8
212,Lck,0.1,82,4
212,CSK,0.1,93,5
212,FGF-R1,0.1,129,4
212,IRR,0.1,92,1
212,EPH-A2,0.1,93,2
212,MST4,0.1,87,9
212,SYK,0.1,96,2
212,YES1,0.1,105,5
212,IKK epsilon ,0.1,118,0
212,TBK1,0.1,104,8
212,IGF-1R,0.1,131,3
212,VEGFR1,0.1,80,7
212,BTK,0.1,89,1
212,IR,0.1,83,9
212,EPH-B3,0.1,89,14
212,MKK1,0.1,112,16
212,ERK1,0.1,91,11
212,ERK2,0.1,80,1
212,JNK1,0.1,94,5
212,JNK2,0.1,82,8
212,p38 alpha MAPK,0.1,80,2
212,p38 beta MAPK,0.1,106,5
212,p38 gamma MAPK,0.1,94,15
212,p38 delta MAPK,0.1,94,15
212,ERK8,0.1,111,7
212,RSK1,0.1,90,4
212,RSK2,0.1,81,3
212,PDK1,0.1,98,7
212,PKB alpha ,0.1,94,3
212,PKB beta ,0.1,84,10
212,SGK1,0.1,118,13
212,S6K1,0.1,106,6
212,PKA,0.1,81,3
212,ROCK 2,0.1,106,5
212,PRK2,0.1,102,11
212,PKC alpha ,0.1,97,2
212,PKC zeta ,0.1,95,4
212,PKD1,0.1,111,7
212,MSK1,0.1,91,14
212,MNK1,0.1,132,20
212,MNK2,0.1,86,4
212,MAPKAP-K2 ,0.1,98,6
212,PRAK,0.1,93,0
212,CAMKK beta ,0.1,98,13
212,CAMK1,0.1,76,0
212,SmMLCK,0.1,93,2
212,PHK,0.1,93,6
212,CHK1,0.1,90,3
212,CHK2,0.1,102,12
17,CDK2-Cyclin A,0.1,90,2
17,TAK1,0.1,83,0
17,IRAK1,0.1,99,3
17,PLK1,0.1,6,1
17,IRAK4,0.1,88,5
17,Aurora B,0.1,80,11
17,RIPK2,0.1,98,12
17,AMPK,0.1,95,6
17,OSR1,0.1,104,7
17,MARK3,0.1,82,1
17,TTK,0.1,93,1
17,BRSK2,0.1,93,5
17,MPSK1,0.1,96,9
17,MELK,0.1,78,6
17,WNK1,0.1,98,7
17,CK1 delta ,0.1,76,3
17,Src,0.1,93,5
17,CK2,0.1,88,1
17,Lck,0.1,108,8
17,DYRK1A,0.1,102,4
17,CSK,0.1,91,11
17,DYRK2,0.1,97,4
17,YES1,0.1,109,0
17,DYRK3,0.1,94,9
17,ABL,0.1,104,4
17,NEK2a,0.1,90,10
17,BTK,0.1,85,8
17,NEK6,0.1,107,1
17,JAK2,0.1,106,11
17,IKK beta ,0.1,92,9
17,SYK,0.1,80,11
17,PIM1,0.1,85,10
17,ZAP70,0.1,92,1
17,PIM2,0.1,97,1
17,TIE2,0.1,98,4
17,PIM3,0.1,103,12
17,BRK,0.1,124,1
17,SRPK1,0.1,92,10
17,EPH-A2,0.1,96,9
17,MST2,0.1,81,0
17,EPH-A4,0.1,115,1
17,EF2K,0.1,89,8
17,EPH-B1,0.1,88,1
17,HIPK2,0.1,93,3
17,EPH-B2,0.1,110,7
17,PAK4,0.1,86,1
17,EPH-B3,0.1,115,1
17,PAK5,0.1,93,5
17,EPH-B4,0.1,106,9
17,PAK6,0.1,98,12
17,FGF-R1,0.1,108,6
17,IRR,0.1,105,5
17,MST4,0.1,83,10
17,HER4,0.1,107,8
17,IGF-1R,0.1,73,6
17,CDK9-Cyclin T1,0.1,95,6
17,IR,0.1,79,6
17,Aurora A,0.1,100,2
17,TrkA,0.1,110,14
17,DDR2,0.1,100,2
