CNumber,Target,Screen Conc(1.0),% Activity Remaining,Standard Deviation
154,MKK2,1.0,84,7
154,MKK6,1.0,103,4
154,Aurora A,1.0,82,6
154,BRSK1,1.0,74,9
154,MARK2,1.0,79,6
154,MARK4,1.0,104,14
154,DAPK1,1.0,88,2
154,MARK1,1.0,101,4
7,MSK1,1.0,55,2
7,MNK1,1.0,112,0
7,MNK2,1.0,106,5
7,MAPKAP-K2 ,1.0,87,7
7,MAPKAP-K3,1.0,86,9
7,PRAK,1.0,92,1
7,CAMKK beta ,1.0,106,4
7,CAMK1,1.0,113,5
7,SmMLCK,1.0,80,1
7,PHK,1.0,102,7
7,DAPK1,1.0,85,10
7,CHK1,1.0,83,10
7,CHK2,1.0,85,12
7,GSK3 beta ,1.0,88,6
7,CDK2-Cyclin A,1.0,101,8
7,PLK1,1.0,92,7
7,Aurora A,1.0,99,1
7,Aurora B,1.0,77,2
7,LKB1,1.0,80,3
7,AMPK,1.0,94,11
7,MARK1,1.0,96,3
7,MARK2,1.0,75,4
7,MARK3,1.0,97,3
7,MARK4,1.0,90,8
7,BRSK1,1.0,100,5
7,BRSK2,1.0,94,12
7,MELK,1.0,78,1
7,NUAK1,1.0,84,15
7,CK1 delta ,1.0,90,5
7,CK2,1.0,114,1
7,DYRK1A,1.0,74,1
7,DYRK2,1.0,71,0
7,DYRK3,1.0,87,0
7,NEK2a,1.0,79,8
7,NEK6,1.0,101,12
7,IKK beta ,1.0,97,4
7,IKK epsilon ,1.0,91,0
7,TBK1,1.0,84,6
7,PIM1,1.0,84,7
7,PIM2,1.0,104,13
7,PIM3,1.0,70,6
7,SRPK1,1.0,85,12
7,EF2K,1.0,82,1
7,HIPK1,1.0,79,6
7,HIPK2,1.0,106,4
7,HIPK3,1.0,99,2
7,CLK2,1.0,90,13
7,PAK2,1.0,100,9
7,PAK4,1.0,76,3
7,PAK5,1.0,90,2
7,PAK6,1.0,87,8
7,MST2,1.0,84,1
7,MST4,1.0,103,2
7,GCK,1.0,92,6
7,MINK1,1.0,79,3
7,MEKK1,1.0,111,6
7,MLK1,1.0,72,4
7,MLK3,1.0,77,1
7,TAO1,1.0,90,7
7,ASK1,1.0,102,7
7,TAK1,1.0,84,1
7,IRAK4,1.0,86,4
7,RIPK2,1.0,100,4
7,TTK,1.0,81,0
7,Src,1.0,74,3
7,Lck,1.0,105,1
7,CSK,1.0,85,0
7,YES1,1.0,106,0
7,BTK,1.0,84,3
7,JAK2,1.0,104,6
7,SYK,1.0,76,1
7,EPH-A2,1.0,89,5
7,EPH-A4,1.0,99,5
7,EPH-B1,1.0,91,7
7,EPH-B2,1.0,91,6
7,EPH-B3,1.0,86,9
7,EPH-B4,1.0,104,9
7,FGF-R1,1.0,102,11
7,HER4,1.0,88,1
7,IGF-1R,1.0,101,1
7,IR,1.0,106,2
7,IRR,1.0,91,6
7,TrkA,1.0,82,10
7,VEGFR1,1.0,83,15
7,MKK1,1.0,82,10
7,MKK2,1.0,88,9
7,MKK6,1.0,90,5
7,ERK1,1.0,82,9
7,ERK2,1.0,106,4
7,JNK1,1.0,89,15
7,JNK2,1.0,93,0
7,JNK3,1.0,109,7
7,p38 alpha MAPK,1.0,75,4
7,p38 beta MAPK,1.0,86,4
7,p38 gamma MAPK,1.0,116,5
7,p38 delta MAPK,1.0,96,9
7,ERK8,1.0,102,6
7,RSK1,1.0,78,4
7,RSK2,1.0,84,8
7,PDK1,1.0,92,12
7,PKB alpha ,1.0,99,3
7,PKB beta ,1.0,71,7
7,SGK1,1.0,54,4
7,S6K1,1.0,89,2
7,PKA,1.0,91,1
7,ROCK 2,1.0,84,9
7,PRK2,1.0,83,3
7,PKC alpha ,1.0,98,1
7,PKC zeta ,1.0,107,4
7,PKD1,1.0,90,12
148,MKK1,1.0,68,0
148,ERK1,1.0,104,11
148,ERK2,1.0,93,5
148,JNK1,1.0,100,6
148,JNK2,1.0,95,6
148,p38 alpha MAPK,1.0,99,1
148,p38 beta MAPK,1.0,105,6
148,p38 gamma MAPK,1.0,99,6
148,p38 delta MAPK,1.0,95,8
148,ERK8,1.0,91,5
148,RSK1,1.0,80,4
148,RSK2,1.0,103,19
148,PDK1,1.0,128,0
148,PKB alpha ,1.0,99,16
148,PKB beta ,1.0,93,1
148,SGK1,1.0,65,16
148,S6K1,1.0,83,4
148,PKA,1.0,104,6
148,ROCK 2,1.0,99,3
148,PRK2,1.0,99,1
148,PKC alpha ,1.0,97,2
148,PKC zeta ,1.0,99,4
148,PKD1,1.0,102,4
148,MSK1,1.0,91,6
148,MNK1,1.0,93,2
148,MNK2,1.0,89,3
148,MAPKAP-K2 ,1.0,93,1
148,PRAK,1.0,94,8
148,CAMKK beta ,1.0,109,0
148,CAMK1,1.0,94,2
148,SmMLCK,1.0,89,5
148,PHK,1.0,90,0
148,CHK1,1.0,89,4
148,CHK2,1.0,99,11
148,GSK3 beta ,1.0,102,7
148,CDK2-Cyclin A,1.0,88,1
148,PLK1,1.0,107,3
148,Aurora B,1.0,96,7
148,AMPK,1.0,98,0
148,MARK3,1.0,99,10
148,BRSK2,1.0,79,10
148,MELK,1.0,109,2
148,CK1 delta ,1.0,98,2
148,CK2,1.0,104,12
148,DYRK1A,1.0,99,6
148,DYRK2,1.0,88,0
148,DYRK3,1.0,99,1
148,NEK2a,1.0,102,7
148,NEK6,1.0,92,6
148,IKK beta ,1.0,72,0
148,PIM1,1.0,90,10
148,PIM2,1.0,99,1
148,PIM3,1.0,79,9
148,SRPK1,1.0,80,36
148,MST2,1.0,106,0
148,EF2K,1.0,123,13
148,HIPK2,1.0,101,1
148,PAK4,1.0,104,1
148,PAK5,1.0,109,1
148,PAK6,1.0,99,1
148,Src,1.0,90,10
148,Lck,1.0,74,0
148,CSK,1.0,94,11
148,FGF-R1,1.0,90,14
148,IRR,1.0,102,1
148,EPH-A2,1.0,86,11
148,MST4,1.0,94,12
148,SYK,1.0,89,9
148,YES1,1.0,101,9
148,IGF-1R,1.0,95,6
148,VEGFR1,1.0,116,0
148,BTK,1.0,98,4
148,IR,1.0,93,10
148,EPH-B3,1.0,74,3
148,TBK1,1.0,91,8
148,IKK epsilon ,1.0,97,11
148,GCK,1.0,80,1
148,IRAK4,1.0,83,2
148,NUAK1,1.0,139,11
148,MLK1,1.0,80,10
148,MINK1,1.0,97,15
148,MLK3,1.0,126,3
148,LKB1,1.0,97,9
148,HER4,1.0,70,1
148,TTK,1.0,109,10
9,NEK2a,1.0,90,3
9,NEK6,1.0,117,8
9,NEK7,1.0,None,None
9,IKK beta ,1.0,93,8
9,PIM1,1.0,80,0
9,PIM2,1.0,86,1
9,PIM3,1.0,63,1
9,SRPK1,1.0,84,7
9,MST2,1.0,66,1
9,EF2K,1.0,61,6
9,HIPK2,1.0,81,4
9,HIPK3,1.0,95,8
9,PAK4,1.0,68,9
9,PAK5,1.0,63,1
9,PAK6,1.0,109,8
9,Src,1.0,105,9
9,Lck,1.0,90,4
9,CSK,1.0,102,2
9,FGF-R1,1.0,80,7
9,IRR,1.0,94,3
9,EPH-A2,1.0,103,6
9,MST4,1.0,83,2
9,SYK,1.0,89,7
9,YES1,1.0,79,6
9,IKK epsilon ,1.0,76,3
9,TBK1,1.0,88,4
9,MKK1,1.0,84,12
9,MKK2,1.0,101,3
9,MKK6,1.0,101,11
9,ERK1,1.0,92,8
9,ERK2,1.0,103,4
9,JNK1,1.0,90,2
9,JNK2,1.0,92,11
9,JNK3,1.0,104,9
9,p38 alpha MAPK,1.0,82,1
9,p38 beta MAPK,1.0,108,9
9,p38 gamma MAPK,1.0,97,3
9,p38 delta MAPK,1.0,88,8
9,ERK8,1.0,87,4
9,RSK1,1.0,97,4
9,RSK2,1.0,74,1
9,PDK1,1.0,108,4
9,PKB alpha ,1.0,95,4
9,PKB beta ,1.0,65,7
9,SGK1,1.0,98,4
9,S6K1,1.0,106,8
9,PKA,1.0,100,10
9,ROCK 2,1.0,82,10
9,PRK2,1.0,79,7
9,PKC alpha ,1.0,82,3
9,PKC zeta ,1.0,113,4
9,PKD1,1.0,86,7
9,MSK1,1.0,94,4
9,MNK1,1.0,110,2
9,MNK2,1.0,100,2
9,MAPKAP-K2 ,1.0,91,3
9,MAPKAP-K3,1.0,88,2
9,PRAK,1.0,92,5
9,CAMKK beta ,1.0,104,1
9,CAMK1,1.0,44,7
9,SmMLCK,1.0,82,13
9,PHK,1.0,102,11
9,DAPK1,1.0,91,4
9,CHK1,1.0,98,10
9,CHK2,1.0,89,11
9,GSK3 beta ,1.0,103,1
9,CDK2-Cyclin A,1.0,108,14
9,PLK1,1.0,98,4
9,Aurora A,1.0,94,4
9,Aurora B,1.0,100,10
9,LKB1,1.0,89,0
9,AMPK,1.0,87,6
9,MARK1,1.0,79,1
9,CAMKK alpha ,1.0,None,None
9,MARK2,1.0,93,3
9,MARK3,1.0,98,5
9,MARK4,1.0,103,3
9,BRSK1,1.0,94,4
9,BRSK2,1.0,95,5
9,MELK,1.0,79,2
9,NUAK1,1.0,71,0
9,CK1 delta ,1.0,94,0
9,CK2,1.0,111,0
9,DYRK1A,1.0,84,2
9,DYRK2,1.0,88,5
9,Aurora C,1.0,None,None
9,DYRK3,1.0,91,11
9,HIPK1,1.0,77,2
9,CLK2,1.0,96,10
9,PAK2,1.0,92,8
9,GCK,1.0,89,2
9,MINK1,1.0,54,9
9,MEKK1,1.0,98,2
9,MLK1,1.0,73,0
9,MLK3,1.0,89,4
9,TAO1,1.0,87,4
9,ASK1,1.0,109,3
9,TAK1,1.0,78,8
9,IRAK4,1.0,93,6
9,RIPK2,1.0,57,3
9,TTK,1.0,92,3
9,BTK,1.0,75,2
9,JAK2,1.0,103,2
9,EPH-A4,1.0,101,1
9,EPH-B1,1.0,100,8
9,EPH-B2,1.0,100,8
9,EPH-B3,1.0,96,14
9,EPH-B4,1.0,95,13
9,HER4,1.0,95,4
9,IGF-1R,1.0,96,0
9,IR,1.0,109,3
9,TrkA,1.0,76,7
9,VEGFR1,1.0,71,3
10,PLK1,1.0,81,5
10,Aurora B,1.0,78,3
10,Aurora C,1.0,76,4
10,AMPK,1.0,73,6
10,MARK3,1.0,63,5
10,BRSK2,1.0,37,4
10,MELK,1.0,54,2
10,CK1 delta ,1.0,98,4
10,CK2,1.0,88,1
10,DYRK1A,1.0,83,1
10,DYRK2,1.0,87,3
10,DYRK3,1.0,93,9
10,NEK2a,1.0,92,2
10,NEK6,1.0,86,1
10,NEK7,1.0,92,5
10,IKK beta ,1.0,90,2
10,PIM1,1.0,81,5
10,PIM2,1.0,91,5
10,PIM3,1.0,78,8
10,SRPK1,1.0,79,7
10,MST2,1.0,53,3
10,EF2K,1.0,87,4
10,HIPK2,1.0,77,2
10,HIPK3,1.0,95,1
10,PAK4,1.0,33,0
10,PAK5,1.0,40,5
10,PAK6,1.0,64,9
10,Src,1.0,61,2
10,Lck,1.0,52,4
10,CSK,1.0,83,9
10,FGF-R1,1.0,46,9
10,IRR,1.0,37,5
10,EPH-A2,1.0,90,9
10,MST4,1.0,78,1
10,SYK,1.0,31,6
10,YES1,1.0,22,1
10,IKK epsilon ,1.0,66,8
10,TBK1,1.0,35,2
10,MKK1,1.0,86,3
10,ERK1,1.0,95,0
10,ERK2,1.0,79,5
10,JNK1,1.0,82,5
10,JNK2,1.0,81,4
10,JNK3,1.0,78,0
10,p38 alpha MAPK,1.0,109,1
10,p38 beta MAPK,1.0,86,2
10,p38 gamma MAPK,1.0,87,5
10,p38 delta MAPK,1.0,86,0
10,ERK8,1.0,87,5
10,RSK1,1.0,67,3
10,RSK2,1.0,73,7
10,PDK1,1.0,71,5
10,PKB alpha ,1.0,88,1
10,PKB beta ,1.0,88,1
10,SGK1,1.0,85,1
10,S6K1,1.0,93,1
10,PKA,1.0,79,1
10,ROCK 2,1.0,87,4
10,PRK2,1.0,61,6
10,PKC alpha ,1.0,80,7
10,PKC zeta ,1.0,50,4
10,PKD1,1.0,91,9
10,MSK1,1.0,82,6
10,MNK1,1.0,74,1
10,MNK2,1.0,90,4
10,MAPKAP-K2 ,1.0,95,4
10,MAPKAP-K3,1.0,70,5
10,PRAK,1.0,76,0
10,CAMKK alpha ,1.0,80,3
10,CAMKK beta ,1.0,68,3
10,CAMK1,1.0,54,2
10,SmMLCK,1.0,91,4
10,PHK,1.0,11,1
10,CHK1,1.0,64,4
10,CHK2,1.0,13,4
10,GSK3 beta ,1.0,3,0
10,CDK2-Cyclin A,1.0,10,2
219,JNK3,1.0,39,0
219,p38 alpha MAPK,1.0,85,12
219,p38 beta MAPK,1.0,95,14
219,p38 gamma MAPK,1.0,95,1
219,p38 delta MAPK,1.0,68,2
219,ERK8,1.0,4,1
219,RSK1,1.0,7,0
219,RSK2,1.0,9,1
219,PDK1,1.0,36,3
219,PKB alpha ,1.0,89,7
219,PKB beta ,1.0,77,0
219,SGK1,1.0,61,1
219,S6K1,1.0,28,3
219,PKA,1.0,26,5
219,ROCK 2,1.0,25,5
219,PRK2,1.0,27,4
219,PKC alpha ,1.0,56,9
219,PKC gamma ,1.0,71,19
219,PKC zeta ,1.0,78,5
